5.636029627740634318e+00 1.949426217383045112e-01 8.634825842607835034e-02
-8.870489893694458061e+00 1.155627013660476088e+01 -1.248058298519717368e+01
1.535428677375839079e+01 -6.112005011177746638e+00 5.923272073507631852e+00
-2.687659794178620110e-01 4.098928946201129797e+00 -1.510634696148317957e+01
1.624867056009559496e+00 2.441678175892513014e+00 -1.011483892248456140e+00
-9.389485601860629416e+00 -4.968993444475355403e+00 -4.876764523420255237e+00
-8.452172381375246957e+00 -2.518605981980743813e+00 -9.481959091521014571e+00
8.803147467596927456e+00 8.429079480644269040e+00 3.422962168400009553e+00
2.798515219633738838e+00 -3.374221899141123249e+00 -4.686259272500892803e-01
-5.578218422798474130e+00 -8.863030487739175234e-01 9.749673890103428775e+00
