9.839940075900884153e+00 -4.029008117780042753e+00 -3.327513343019243397e+00
-6.473570290974275387e+00 5.291511709732007240e+00 -1.434463677100720957e+01
1.102333380912961935e+01 -4.095843480046180041e+00 1.896641115722882853e+00
-1.402750437029695041e+00 9.685977059043274551e+00 -1.306823971538915607e+01
-2.126121776878287850e+00 -1.887993932317534096e+00 7.301252389150358013e+00
-6.996524191187907249e+00 -1.623501363713908185e+00 -5.583972181372220511e+00
4.206177190592919057e-01 2.876557378167198920e+00 -7.025584913434749446e+00
7.107057162285873808e+00 5.560527656527288087e+00 3.249422663902148845e+00
5.528846228234066018e+00 -4.855014853014126608e+00 -7.677793680131260734e-01
-5.795584549906174665e+00 -1.132488623221158175e+00 3.347446103865329370e+00
